# GO	NS	enrichment	name	ratio_in_study	ratio_in_pop	p_uncorrected	depth	study_count	p_fdr_bh	study_items
GO:0016607	CC	e	nuclear speck	114/2534	411/20670	1.2304056270416319e-17	3	114	3.1691733507943746e-15	997, 1196, 1609, 1647, 2737, 3014, 3636, 3835, 3984, 4000, 4116, 4152, 4301, 5073, 5546, 5562, 5566, 5681, 5894, 5930, 6429, 6446, 6944, 7737, 7994, 8106, 8175, 8241, 8394, 8535, 8554, 8621, 8899, 8930, 9092, 9128, 9129, 9321, 9343, 9410, 9541, 9589, 9733, 9775, 9879, 9904, 10014, 10135, 10212, 10250, 10401, 10454, 10482, 10921, 10973, 11176, 11252, 11273, 22985, 23137, 23198, 23254, 23360, 23464, 23774, 24144, 25776, 25962, 26121, 26959, 26993, 29890, 30827, 51008, 51755, 54540, 54815, 54883, 55086, 55269, 55421, 55589, 55660, 55898, 56252, 56478, 56731, 57109, 57187, 57459, 57602, 57634, 57703, 58517, 64766, 64783, 79228, 79595, 79872, 79882, 79960, 80230, 80764, 81669, 81926, 84164, 91603, 92609, 114034, 124245, 140890, 163859, 219988, 374395
GO:0005794	CC	e	Golgi apparatus	184/2534	1000/20670	1.094182111661597e-08	5	184	1.7934639521144176e-06	41, 48, 382, 411, 412, 636, 688, 857, 867, 1388, 1453, 1523, 2132, 2218, 2590, 2629, 2717, 2720, 2800, 2801, 2802, 2896, 2956, 3482, 3636, 4247, 5152, 5159, 5272, 5310, 5587, 5664, 5681, 5768, 5894, 6293, 6311, 6811, 7110, 7249, 7355, 7525, 7542, 7799, 7922, 8216, 8295, 8460, 8546, 8621, 8720, 8841, 8934, 9092, 9213, 9321, 9334, 9397, 9463, 9486, 9527, 9570, 9583, 9619, 9659, 9820, 9832, 9919, 10014, 10066, 10139, 10239, 10270, 10297, 10404, 10466, 10497, 10565, 10897, 11018, 11070, 11079, 11196, 11237, 11253, 11276, 11311, 11336, 22926, 23062, 23163, 23169, 23274, 23299, 23315, 23363, 23385, 23613, 23623, 26003, 26056, 26058, 26276, 26286, 26511, 27252, 27327, 29801, 30818, 51006, 51112, 51150, 51272, 51304, 51313, 51741, 53349, 53838, 54741, 54808, 54867, 54972, 55081, 55128, 55204, 55625, 55627, 55667, 55690, 55755, 55830, 55851, 55898, 56005, 56927, 56975, 57085, 57192, 57198, 57409, 57720, 57799, 63894, 63941, 64793, 78992, 79065, 79084, 79174, 79188, 79443, 79571, 79659, 79888, 79932, 79939, 79969, 83548, 84287, 90522, 91252, 91949, 92689, 94056, 113829, 114883, 114885, 116985, 121512, 121665, 124565, 124583, 126792, 129049, 163859, 169714, 201266, 283987, 340061, 374378, 387758, 389072, 400451, 728661
GO:0005737	CC	e	cytoplasm	707/2534	4848/20670	3.078428414639516e-08	2	707	4.6253386929958725e-06	25, 48, 59, 143, 156, 204, 207, 321, 382, 405, 409, 445, 581, 595, 663, 694, 705, 790, 817, 823, 831, 833, 883, 889, 896, 943, 984, 994, 1105, 1387, 1445, 1453, 1454, 1476, 1500, 1605, 1609, 1613, 1647, 1727, 1736, 1788, 1819, 1838, 1840, 1841, 1856, 1874, 1936, 1956, 1967, 2010, 2011, 2067, 2068, 2101, 2130, 2140, 2314, 2316, 2317, 2487, 2517, 2521, 2539, 2621, 2717, 2720, 2733, 2737, 2870, 2873, 2931, 2948, 2969, 2997, 3033, 3054, 3065, 3141, 3148, 3150, 3191, 3257, 3297, 3351, 3399, 3416, 3480, 3609, 3658, 3661, 3717, 3795, 3838, 3930, 3980, 3984, 4012, 4086, 4089, 4090, 4140, 4141, 4149, 4193, 4215, 4216, 4221, 4355, 4358, 4520, 4534, 4599, 4638, 4660, 4668, 4705, 4744, 4750, 4758, 4790, 4817, 4820, 4848, 4857, 4863, 4891, 5073, 5087, 5155, 5159, 5187, 5190, 5269, 5272, 5290, 5310, 5335, 5394, 5496, 5519, 5531, 5550, 5562, 5565, 5566, 5576, 5583, 5586, 5610, 5635, 5641, 5721, 5770, 5782, 5817, 5859, 5875, 5894, 5921, 5970, 5976, 5978, 5987, 6002, 6047, 6093, 6198, 6249, 6257, 6282, 6311, 6446, 6455, 6472, 6494, 6667, 6722, 6787, 6789, 6837, 6868, 6876, 6881, 6904, 6908, 6945, 7010, 7013, 7016, 7027, 7084, 7189, 7204, 7248, 7249, 7283, 7297, 7329, 7371, 7376, 7422, 7453, 7468, 7508, 7511, 7726, 7756, 7786, 7791, 7862, 8099, 8106, 8148, 8189, 8202, 8315, 8411, 8440, 8480, 8498, 8500, 8527, 8544, 8563, 8573, 8697, 8772, 8776, 8816, 8841, 8863, 8864, 8881, 8883, 8890, 8891, 8892, 8893, 8895, 8900, 8904, 8934, 9024, 9092, 9099, 9104, 9112, 9131, 9191, 9213, 9223, 9231, 9258, 9266, 9325, 9342, 9373, 9392, 9397, 9463, 9468, 9470, 9541, 9564, 9572, 9577, 9587, 9589, 9618, 9627, 9636, 9637, 9649, 9659, 9667, 9669, 9675, 9684, 9730, 9731, 9733, 9750, 9775, 9786, 9792, 9820, 9825, 9826, 9860, 9863, 9869, 9887, 9891, 9895, 9898, 9901, 9904, 9918, 9961, 9973, 10011, 10013, 10014, 10020, 10039, 10043, 10072, 10146, 10174, 10197, 10212, 10233, 10241, 10277, 10296, 10297, 10307, 10328, 10401, 10404, 10413, 10426, 10461, 10482, 10489, 10498, 10514, 10528, 10533, 10592, 10606, 10614, 10627, 10634, 10653, 10743, 10746, 10763, 10817, 10856, 10868, 10921, 10938, 10948, 10979, 10985, 11016, 11040, 11043, 11054, 11060, 11073, 11083, 11151, 11158, 11163, 11186, 11196, 11252, 11276, 11329, 11344, 22846, 22848, 22872, 22879, 22880, 22885, 22889, 22906, 22929, 22954, 23005, 23035, 23049, 23070, 23075, 23080, 23087, 23107, 23126, 23137, 23139, 23172, 23189, 23247, 23263, 23277, 23293, 23295, 23299, 23309, 23331, 23353, 23363, 23394, 23399, 23404, 23474, 23549, 23552, 23560, 23567, 23589, 23612, 23613, 23636, 23644, 23647, 23677, 23759, 24140, 24144, 25796, 25805, 25809, 25819, 25820, 25827, 25853, 25855, 25864, 25914, 25927, 25929, 25930, 25937, 25941, 25946, 25974, 26010, 26011, 26019, 26053, 26137, 26276, 26993, 27005, 27043, 27152, 27161, 27183, 27252, 27436, 28951, 28988, 28989, 29110, 29763, 29888, 29914, 30061, 30845, 50618, 50865, 51053, 51070, 51150, 51160, 51347, 51430, 51434, 51447, 51490, 51564, 51585, 51588, 51593, 51603, 51741, 51752, 51763, 53615, 53918, 54206, 54442, 54487, 54512, 54540, 54545, 54784, 54808, 54828, 54877, 54888, 54960, 54963, 54973, 54994, 55009, 55066, 55128, 55139, 55177, 55225, 55233, 55239, 55250, 55256, 55269, 55337, 55421, 55432, 55572, 55589, 55626, 55654, 55662, 55691, 55705, 55750, 55755, 55761, 55764, 55795, 55802, 55818, 55841, 55902, 55917, 55929, 56160, 56474, 56478, 56731, 56898, 56919, 57019, 57104, 57154, 57175, 57178, 57186, 57217, 57325, 57472, 57494, 57508, 57510, 57513, 57521, 57561, 57568, 57600, 57602, 57674, 57724, 57728, 58497, 58513, 58517, 60560, 60626, 63891, 63893, 63894, 63906, 63929, 63941, 64210, 64223, 64328, 64412, 64777, 64781, 64784, 64837, 65109, 65110, 65123, 65999, 79027, 79066, 79084, 79171, 79184, 79187, 79618, 79648, 79670, 79763, 79777, 79781, 79809, 79867, 79871, 79872, 79882, 79893, 79913, 79960, 80014, 80155, 80184, 80199, 80208, 80212, 80230, 80279, 80325, 80728, 80789, 80851, 81532, 81545, 81572, 81844, 81846, 83667, 83714, 83861, 84138, 84313, 84335, 84447, 84461, 84632, 84717, 84769, 84790, 84851, 84861, 84901, 84936, 85021, 85364, 85365, 85451, 85456, 85459, 85464, 88455, 89122, 89781, 89796, 89953, 89970, 90678, 90865, 92597, 92675, 94056, 96764, 113235, 113612, 114034, 114790, 115557, 115703, 116225, 116988, 121512, 123879, 124540, 124930, 126308, 127281, 127700, 128077, 129049, 129138, 130617, 133746, 140775, 140901, 144699, 147906, 151354, 152137, 153241, 154197, 154881, 157638, 161725, 167227, 167410, 192669, 192670, 197131, 200081, 200186, 201163, 201266, 220972, 221178, 221937, 222229, 222658, 246175, 246243, 283489, 283987, 284996, 285590, 338692, 339123, 339416, 345557, 353116, 389072, 402055, 415116, 541468, 100381270, 100462981
GO:0005783	CC	e	endoplasmic reticulum	186/2534	1047/20670	1.195084848391287e-07	5	186	1.5390985583210646e-05	25, 48, 412, 445, 578, 581, 706, 831, 857, 1384, 1717, 1727, 1861, 1936, 2010, 2047, 2055, 2132, 2218, 2531, 2629, 2896, 3709, 3998, 4232, 5045, 5130, 5152, 5283, 5310, 5351, 5451, 5476, 5664, 5770, 6238, 6646, 6730, 6745, 7060, 7108, 7110, 7327, 7355, 7428, 7841, 7844, 7922, 8440, 8824, 8879, 9024, 9117, 9183, 9409, 9468, 9489, 9524, 9563, 9695, 9780, 9919, 9933, 10195, 10280, 10404, 10549, 10585, 10613, 10682, 10715, 10908, 10945, 10999, 11018, 11068, 11079, 11160, 11161, 11196, 11231, 11253, 11282, 11328, 22846, 22872, 22926, 23141, 23184, 23197, 23212, 23250, 23295, 23344, 23357, 23385, 23509, 26058, 26608, 26958, 27348, 27429, 29097, 29914, 30001, 30818, 50814, 51060, 51150, 51283, 51304, 51399, 51752, 51754, 51763, 53349, 53407, 54431, 54681, 54788, 54867, 54898, 54972, 55080, 55341, 55625, 55626, 55627, 55666, 55697, 55741, 55829, 55851, 55959, 56005, 56886, 57222, 57620, 57795, 63941, 64222, 64374, 64764, 64840, 79001, 79087, 79139, 79143, 79174, 79415, 79603, 79803, 79888, 79947, 79993, 80267, 81502, 83464, 83696, 84317, 84447, 84522, 90522, 91012, 91304, 92579, 92840, 94103, 118424, 118813, 127281, 128637, 130367, 130617, 137964, 154197, 160418, 163590, 206358, 221496, 286451, 337867, 339123, 376497, 387521, 387758
GO:0005789	CC	e	endoplasmic reticulum membrane	176/2534	983/20670	1.487108185287787e-07	4	176	1.78750403871592e-05	412, 581, 857, 1388, 1717, 1727, 1798, 1956, 2055, 2132, 2531, 2590, 3703, 3709, 3838, 3930, 3998, 4232, 4306, 4599, 4851, 4853, 5130, 5283, 5351, 5447, 5664, 5681, 5833, 6446, 6646, 6745, 6811, 7108, 7301, 7841, 7844, 7922, 8605, 8720, 8818, 8879, 9117, 9183, 9409, 9468, 9524, 9526, 9570, 9619, 9780, 9919, 10113, 10195, 10280, 10427, 10585, 10613, 10682, 10715, 10802, 10869, 10897, 10908, 10945, 10948, 10994, 10999, 11018, 11068, 11160, 11161, 11253, 22845, 22872, 22926, 23011, 23071, 23130, 23141, 23151, 23169, 23225, 23250, 23344, 23399, 23544, 23769, 26002, 26003, 26086, 26958, 27173, 27429, 29097, 29914, 30001, 50814, 51061, 51368, 51635, 51706, 51752, 53349, 53407, 54681, 54788, 54867, 54898, 54972, 55080, 55298, 55627, 55650, 55829, 56926, 57085, 57104, 57171, 57198, 57620, 60673, 63874, 63941, 64084, 64764, 64840, 79001, 79065, 79087, 79102, 79139, 79143, 79415, 79603, 79608, 79888, 79947, 79993, 81490, 81502, 81542, 84287, 84447, 84522, 84720, 84814, 85365, 85406, 90522, 91012, 91289, 91304, 92579, 92840, 94005, 113612, 118424, 124491, 124583, 125704, 128486, 128637, 128869, 130367, 130617, 130733, 137964, 138311, 151742, 154197, 163590, 283820, 337867, 340061, 387521
GO:0043231	CC	e	intracellular membrane-bounded organelle	155/2534	850/20670	2.625914833135147e-07	4	155	2.9590777775891685e-05	412, 558, 663, 688, 705, 706, 1050, 1185, 1186, 1312, 1497, 1605, 1798, 1819, 1861, 2054, 2117, 2539, 2548, 2720, 2737, 2956, 2990, 3480, 3607, 4758, 4820, 4857, 4928, 5159, 5447, 5451, 5476, 5536, 5768, 5977, 6598, 6602, 7037, 7108, 7508, 8824, 8934, 9044, 9093, 9112, 9146, 9343, 9392, 9667, 9711, 9856, 9869, 9885, 10066, 10067, 10237, 10239, 10241, 10404, 10514, 10614, 10715, 10897, 10898, 10938, 10948, 11073, 11196, 11252, 22872, 23035, 23054, 23059, 23070, 23223, 23250, 23295, 23317, 23353, 23659, 23762, 25836, 25851, 25930, 26056, 26504, 26505, 26511, 27301, 27314, 27327, 29110, 29997, 30001, 30845, 51479, 53838, 54512, 54520, 54805, 54918, 54978, 55129, 55262, 55626, 55638, 55667, 55683, 55697, 55750, 55902, 56478, 56949, 57085, 57171, 57192, 57222, 65110, 79065, 79443, 79608, 80155, 80212, 80230, 80279, 80314, 80764, 81669, 81926, 81932, 84231, 84285, 84861, 84888, 84925, 90865, 91949, 113612, 114883, 114885, 115825, 116985, 118426, 118813, 121665, 124540, 124930, 171568, 197370, 200014, 200576, 222229, 253725, 541468
GO:0005730	CC	e	nucleolus	221/2534	1308/20670	4.0415059676643164e-07	5	221	4.286373682175742e-05	25, 467, 705, 1019, 1050, 1476, 1616, 1736, 2074, 2130, 2237, 2316, 2733, 2737, 2802, 3148, 3364, 3609, 3717, 4141, 4193, 4799, 4839, 4857, 5073, 5253, 5394, 5422, 5469, 5725, 5884, 5927, 5930, 5980, 5987, 6002, 6314, 6597, 6598, 6730, 6749, 6838, 6872, 6949, 7013, 7270, 7289, 7343, 7468, 7508, 7515, 7543, 7756, 7994, 8161, 8479, 8568, 8573, 8602, 8864, 8886, 8895, 9136, 9169, 9188, 9191, 9223, 9277, 9442, 9555, 9587, 9683, 9724, 9775, 9816, 9858, 9875, 9904, 9933, 9972, 10038, 10039, 10171, 10199, 10270, 10459, 10514, 10528, 10557, 10565, 10592, 10813, 10849, 10885, 11176, 22843, 22984, 23005, 23076, 23107, 23133, 23160, 23168, 23185, 23195, 23212, 23223, 23293, 23404, 23481, 23560, 23567, 23641, 24144, 25942, 25946, 26010, 26071, 26155, 26502, 27043, 27309, 29777, 29889, 29944, 29997, 51042, 51077, 51562, 51602, 54487, 54512, 54540, 54552, 54606, 54663, 54784, 54865, 54888, 55035, 55127, 55128, 55131, 55170, 55201, 55226, 55233, 55536, 55636, 55661, 55695, 55720, 55794, 55813, 55920, 56919, 57019, 57109, 57409, 57602, 57674, 64412, 64425, 64768, 64793, 65083, 65095, 65109, 65110, 79027, 79042, 79080, 79697, 79706, 79707, 79871, 79882, 79932, 80198, 80208, 80279, 80325, 80746, 80854, 81532, 81887, 81932, 83719, 83743, 84128, 84172, 84231, 84295, 84864, 84973, 85395, 91582, 91949, 92597, 96764, 114034, 114049, 116092, 117246, 134430, 140901, 144108, 222229, 253725, 254225, 283899, 284434, 317781, 339230, 342371, 374395, 387496, 441518, 767582, 100033414, 100381270
GO:0071339	CC	e	MLL1 complex	15/2534	31/20670	8.886312799069377e-07	7	15	8.90112332040116e-05	3054, 4149, 4221, 4297, 6872, 6878, 8607, 9070, 10856, 11091, 26121, 27043, 81887, 84148, 284058
GO:0031965	CC	e	nuclear membrane	56/2534	235/20670	9.923901413339331e-07	4	56	9.417260130658324e-05	25, 595, 1019, 1861, 1956, 2010, 2733, 3930, 4000, 4599, 4928, 5987, 6945, 7767, 8086, 8315, 8904, 9587, 9589, 9631, 9818, 9972, 10762, 10885, 22890, 22929, 23133, 23165, 23223, 23225, 23353, 23399, 23560, 23636, 26092, 26173, 27348, 51343, 54788, 55219, 55787, 57508, 63891, 64783, 79902, 80314, 80764, 80789, 83860, 84629, 84823, 128637, 144165, 163590, 169714, 221496
GO:0005635	CC	e	nuclear envelope	47/2534	188/20670	1.5760505471803366e-06	4	47	0.00014208095682830734	581, 663, 1861, 2010, 2733, 3643, 3930, 4000, 4927, 4928, 5130, 5422, 7301, 7329, 8021, 8086, 8480, 8605, 9112, 9631, 9818, 9972, 10280, 10526, 10682, 10762, 22926, 23165, 23225, 23279, 23299, 23353, 23399, 23511, 23636, 27348, 29890, 51194, 55627, 55705, 64222, 79902, 84814, 91782, 124491, 200014, 221496
GO:0005694	CC	e	chromosome	48/2534	201/20670	4.129122136658071e-06	5	48	0.0003400290055676077	705, 2033, 4152, 5930, 6838, 6871, 7543, 7862, 8243, 8568, 8886, 8899, 9149, 9188, 9656, 9869, 9904, 9933, 10199, 10274, 10459, 10849, 11073, 11143, 22893, 23076, 23481, 23774, 25885, 26155, 55035, 55661, 55813, 55968, 79080, 79960, 80764, 80854, 83695, 83743, 84172, 90865, 91603, 92822, 116092, 117246, 339230, 387893
GO:0030176	CC	e	integral component of endoplasmic reticulum membrane	34/2534	123/20670	4.963053131721827e-06	5	34	0.0003876044132609532	1388, 1717, 1798, 6238, 7108, 8818, 8879, 9524, 9695, 10113, 10237, 10682, 11153, 22845, 22926, 23141, 23344, 26608, 51283, 54788, 54898, 55829, 57171, 57222, 64840, 79139, 79993, 83460, 84447, 113419, 118813, 128486, 284361, 340061
GO:0000123	CC	e	histone acetyltransferase complex	13/2534	27/20670	5.159459743906199e-06	6	13	0.0003876044132609532	1387, 2033, 2648, 3054, 7862, 11091, 11143, 23338, 27154, 55683, 79960, 84148, 284058
GO:0001650	CC	e	fibrillar center	37/2534	140/20670	6.043519829181856e-06	2	37	0.00043585865008059543	1736, 1936, 2101, 4781, 4782, 5195, 5987, 6598, 6949, 7013, 7343, 8161, 8480, 9618, 9682, 9730, 9825, 9875, 9879, 9891, 10469, 10528, 10557, 10849, 23160, 27301, 29997, 51447, 51602, 54862, 55127, 55269, 55339, 55536, 64425, 84245, 339230
GO:0030014	CC	e	CCR4-NOT complex	9/2534	14/20670	6.916281517401767e-06	3	9	0.0004796175221490533	4848, 4850, 9125, 9337, 25904, 55571, 57472, 85456, 246175
GO:0016604	CC	e	nuclear body	67/2534	321/20670	1.0244631302970751e-05	2	67	0.0006841137125650468	25, 405, 1060, 1196, 1387, 1435, 1478, 1616, 1659, 1840, 1856, 2022, 3619, 4000, 4193, 4928, 5514, 5586, 6047, 6789, 7013, 7014, 7706, 8161, 8189, 8535, 9169, 9325, 9572, 9612, 9656, 9667, 10039, 10274, 11073, 22890, 23379, 23383, 23398, 25820, 25929, 25930, 25937, 25962, 26040, 26043, 26137, 29855, 51067, 51593, 54487, 54617, 54856, 55341, 55729, 63893, 65057, 79228, 79618, 80155, 84256, 84851, 114034, 140901, 253980, 254225, 283489
GO:0017053	CC	e	transcription repressor complex	20/2534	61/20670	2.2663699576959255e-05	3	20	0.0014090569081812944	595, 2737, 3065, 3725, 4193, 4221, 5926, 5978, 6667, 6670, 6907, 7767, 8841, 9611, 9612, 23013, 23186, 25942, 51053, 56980
GO:0032040	CC	e	small-subunit processome	15/2534	39/20670	2.8445566969609177e-05	4	15	0.0017095785748735117	8602, 9136, 9277, 9724, 10199, 10528, 10813, 10885, 22984, 51077, 51602, 55127, 55813, 65083, 134430
GO:0030173	CC	e	integral component of Golgi membrane	20/2534	62/20670	2.962976777148786e-05	5	20	0.001723305525548149	2218, 2590, 5045, 5768, 5986, 7355, 8460, 9583, 10237, 10897, 11079, 29914, 51272, 57222, 90522, 91252, 113419, 113829, 128637, 169714
GO:0030688	CC	e	preribosome, small subunit precursor	8/2534	13/20670	3.665097020678944e-05	4	8	0.0020650531025887923	705, 8568, 8780, 23076, 55720, 84946, 85395, 117246
GO:0000139	CC	e	Golgi membrane	109/2534	607/20670	4.0795167761432884e-05	5	109	0.002228899620420106	857, 1956, 2132, 2218, 2590, 2800, 2801, 2802, 3482, 3838, 3998, 4218, 4247, 4851, 4853, 5045, 5155, 5310, 5664, 5768, 5871, 6093, 6487, 6811, 6868, 7110, 7355, 8460, 8677, 8707, 8708, 8720, 8907, 9265, 9266, 9321, 9334, 9342, 9469, 9486, 9527, 9570, 9583, 9619, 9827, 9919, 10466, 10565, 10945, 11070, 11237, 11282, 11311, 22856, 22926, 23011, 23315, 25839, 26003, 26056, 26086, 26286, 26958, 27314, 28988, 29071, 29801, 50515, 51070, 51272, 51304, 51313, 51399, 53407, 54480, 54741, 54972, 55080, 55204, 55298, 55625, 55627, 55638, 55697, 55738, 57085, 57589, 63971, 64084, 64131, 79065, 79571, 79586, 79591, 79608, 79794, 79888, 79903, 79932, 83548, 84620, 91949, 93210, 126792, 170384, 200576, 286451, 374378, 401647
GO:0016363	CC	e	nuclear matrix	29/2534	109/20670	4.580477237486685e-05	2	29	0.002429000135055439	790, 1609, 1788, 3141, 4000, 4152, 4221, 5422, 6002, 6041, 6314, 8243, 8573, 8607, 9612, 10250, 10270, 10274, 10296, 10565, 10856, 22880, 25900, 26993, 30827, 51588, 55269, 55660, 84148
GO:0036396	CC	e	RNA N6-methyladenosine methyltransferase complex	6/2534	8/20670	7.578790621715538e-05	5	6	0.0037957109697091987	9589, 25962, 29890, 57721, 64783, 79872
GO:0016514	CC	e	SWI/SNF complex	11/2534	26/20670	0.0001214985410123876	5	11	0.005616971011418842	605, 6597, 6598, 6602, 6603, 6760, 8289, 23506, 55193, 65980, 196528
GO:0005739	CC	e	mitochondrion	208/2534	1326/20670	0.00013651892091733615	5	208	0.0061535903603489265	25, 32, 48, 204, 207, 369, 411, 501, 578, 581, 617, 706, 788, 823, 883, 1374, 1384, 1719, 1727, 1841, 1891, 2011, 2021, 2055, 2237, 2639, 2671, 2931, 3033, 3141, 3416, 3607, 3609, 3658, 3661, 3720, 3954, 3980, 4358, 4705, 4790, 4817, 4833, 4884, 4891, 5018, 5264, 5428, 5442, 5447, 5566, 5831, 5832, 5894, 6198, 6240, 6446, 6472, 6648, 6687, 6821, 6832, 7037, 7187, 7263, 7374, 7428, 7508, 7818, 8192, 8209, 8398, 8424, 8546, 8801, 8834, 8895, 8934, 9054, 9093, 9131, 9188, 9238, 9329, 9489, 9563, 9619, 9673, 9812, 10102, 10270, 10295, 10449, 10452, 10469, 10849, 10902, 10939, 10948, 22843, 22868, 22906, 23107, 23151, 23181, 23203, 23385, 23410, 23438, 23464, 23474, 25813, 25819, 25973, 26056, 27301, 27349, 27429, 27440, 28976, 29920, 51031, 51067, 51073, 51116, 51117, 51204, 51312, 51585, 51603, 51654, 51706, 51741, 51742, 51751, 51754, 53349, 54470, 54471, 54888, 54902, 54948, 54978, 55037, 55066, 55127, 55177, 55178, 55245, 55361, 55526, 55527, 55572, 55626, 55750, 55760, 55794, 56997, 57017, 57019, 57154, 57505, 57506, 60493, 60528, 63874, 63929, 64087, 64432, 64837, 64969, 65083, 65260, 79048, 79064, 79065, 79441, 79594, 79680, 79934, 80025, 80273, 81034, 81855, 83637, 83667, 84196, 84273, 84303, 84532, 84629, 84749, 84769, 84881, 84971, 89941, 92609, 119559, 123096, 124997, 133686, 192111, 197257, 200895, 201626, 221120, 284439, 373156
GO:0005851	CC	e	eukaryotic translation initiation factor 2B complex	5/2534	6/20670	0.0001486829669280424	2	5	0.006538424131006353	1967, 8890, 8891, 8892, 8893
GO:0005768	CC	e	endosome	59/2534	297/20670	0.00016278809627221196	7	59	0.006988260418542814	382, 409, 412, 857, 1609, 1889, 1956, 2896, 3482, 4218, 5878, 5987, 6609, 6810, 7037, 7187, 9146, 9230, 9545, 9619, 10043, 10311, 10617, 10948, 11252, 23011, 23086, 23245, 25930, 26058, 26130, 26276, 27183, 28952, 29763, 51160, 51272, 51479, 53373, 53916, 54741, 55198, 55361, 55823, 57182, 57561, 57617, 57799, 63894, 64601, 79038, 79065, 80230, 81552, 84286, 84317, 220972, 253725, 340061
GO:0005765	CC	e	lysosomal membrane	65/2534	337/20670	0.00020594401869532614	7	65	0.008635280597852861	53, 1185, 1186, 1291, 1497, 1534, 1889, 2548, 2629, 2896, 4012, 4758, 4891, 5664, 5878, 8546, 8907, 9583, 10641, 10948, 23250, 23317, 23334, 23385, 23503, 25851, 26276, 26503, 29919, 29988, 51092, 51479, 53373, 54978, 55361, 55823, 55846, 56834, 57192, 57521, 57600, 57617, 58986, 64601, 64747, 64837, 79643, 79726, 79803, 80208, 84286, 84888, 84925, 89781, 90809, 91782, 112770, 114790, 124997, 126321, 201163, 206358, 220972, 221955, 441027
GO:0005681	CC	e	spliceosomal complex	25/2534	96/20670	0.000223132591374776	3	25	0.009143365051107298	1659, 6434, 8175, 8233, 8449, 9128, 9129, 9785, 10250, 10262, 10713, 24144, 25980, 54957, 55131, 55760, 56259, 57703, 57794, 79706, 84292, 84991, 91603, 140890, 494115
GO:0005802	CC	e	trans-Golgi network	40/2534	183/20670	0.00024430581353668203	4	40	0.00978851959570306	636, 2316, 2629, 2800, 2896, 3482, 5045, 5587, 6311, 6810, 7260, 8677, 8934, 9469, 10139, 10565, 10717, 23011, 23062, 23163, 23250, 25776, 27252, 27314, 51763, 55088, 55111, 55204, 55361, 55627, 56927, 57198, 66005, 78992, 79065, 80262, 83696, 116985, 157769, 286451
GO:0035097	CC	e	histone methyltransferase complex	10/2534	24/20670	0.00028834715455192643	5	10	0.01106148765227922	3054, 3720, 4221, 4297, 7403, 8085, 9070, 11091, 23054, 30827
GO:0000118	CC	e	histone deacetylase complex	14/2534	42/20670	0.0003095610090078191	3	14	0.011627885400856205	3065, 6907, 8841, 9611, 10013, 10014, 23186, 23309, 25942, 51564, 55818, 91748, 116092, 283248
GO:0000932	CC	e	P-body	24/2534	93/20670	0.0003403768342275048	7	24	0.012524478206371249	4848, 5976, 9125, 9337, 9470, 9710, 9924, 23112, 23589, 23644, 25819, 27161, 27327, 55095, 55337, 55802, 56478, 57690, 80153, 149041, 167227, 192669, 192670, 219988
GO:0035145	CC	e	exon-exon junction complex	6/2534	10/20670	0.00045610241395108603	3	6	0.016124561810858983	4116, 5976, 9775, 26019, 65109, 65110
GO:0030991	CC	e	intraciliary transport particle A	5/2534	7/20670	0.000467488927072318	2	5	0.01620927952906518	9742, 55764, 57539, 57728, 79809
GO:0035267	CC	e	NuA4 histone acetyltransferase complex	10/2534	26/20670	0.0006196358779626376	9	10	0.021079311093710106	6944, 8295, 8607, 10856, 10902, 26122, 55689, 55929, 57634, 80314
GO:0140672	CC	e	ATAC complex	7/2534	14/20670	0.0006451824938509068	8	7	0.021541926600244166	2648, 6871, 11091, 51562, 55689, 57325, 112869
GO:0016592	CC	e	mediator complex	13/2534	40/20670	0.0006637509189621149	3	13	0.021758961943430785	1019, 5469, 6837, 9282, 9439, 9442, 9862, 9968, 10025, 23389, 55090, 80306, 116931
GO:0005793	CC	e	endoplasmic reticulum-Golgi intermediate compartment	20/2534	76/20670	0.0006920793570311948	5	20	0.022282483584415078	2055, 2335, 3998, 9321, 10897, 10945, 11018, 11079, 11196, 11282, 23071, 26958, 29097, 51006, 51112, 56005, 56886, 57222, 84317, 90522
GO:0005764	CC	e	lysosome	53/2534	276/20670	0.0008232613834293228	7	53	0.02604105744426437	53, 410, 411, 412, 445, 823, 1497, 1777, 2517, 2519, 2548, 2629, 2717, 2896, 3074, 3257, 3643, 4668, 4758, 5476, 5641, 6609, 7249, 9146, 9711, 10404, 23163, 23659, 26276, 26503, 27183, 51092, 53373, 54414, 55823, 57192, 57521, 57561, 57617, 57724, 64601, 64747, 66005, 79443, 84079, 84286, 84317, 84861, 89781, 112770, 126321, 201163, 220972
GO:0005769	CC	e	early endosome	51/2534	265/20670	0.0009269830777635162	8	51	0.028327974393349487	3482, 4891, 5770, 5878, 5987, 7037, 8411, 8934, 9146, 9392, 9711, 9856, 10043, 10617, 10938, 11151, 11252, 22906, 23011, 23245, 23250, 23295, 23307, 23355, 23385, 23623, 25930, 26056, 27183, 28988, 30845, 51160, 51479, 54520, 55111, 55654, 55823, 57561, 57590, 57617, 57679, 57720, 59284, 63894, 64601, 79139, 84079, 115825, 124930, 253725, 401548
