# GO	NS	enrichment	name	ratio_in_study	ratio_in_pop	p_uncorrected	depth	study_count	p_fdr_bh	study_items
GO:0005515	MF	e	protein binding	896/1302	12517/20670	1.889995829241074e-10	2	896	4.1844507659397383e-07	12, 94, 112, 123, 136, 147, 148, 182, 187, 215, 249, 285, 302, 330, 355, 366, 389, 390, 429, 444, 596, 597, 602, 604, 607, 639, 684, 710, 715, 716, 741, 762, 767, 822, 834, 837, 839, 843, 875, 947, 954, 958, 1003, 1017, 1026, 1030, 1051, 1052, 1075, 1116, 1160, 1192, 1263, 1278, 1282, 1284, 1292, 1316, 1326, 1376, 1439, 1488, 1490, 1491, 1512, 1535, 1545, 1601, 1643, 1645, 1796, 1832, 1847, 1852, 1890, 1893, 1903, 1906, 1909, 1945, 1947, 1962, 1969, 1978, 1992, 2004, 2006, 2012, 2013, 2014, 2018, 2049, 2050, 2057, 2064, 2078, 2113, 2114, 2120, 2122, 2139, 2162, 2171, 2184, 2199, 2212, 2217, 2242, 2260, 2268, 2275, 2289, 2296, 2313, 2321, 2354, 2355, 2535, 2615, 2633, 2634, 2635, 2644, 2669, 2701, 2702, 2773, 2791, 2852, 2872, 2905, 2919, 2920, 2949, 2995, 3009, 3075, 3096, 3119, 3140, 3162, 3164, 3241, 3270, 3280, 3303, 3304, 3315, 3337, 3339, 3371, 3383, 3385, 3397, 3426, 3428, 3430, 3481, 3485, 3486, 3487, 3491, 3547, 3553, 3554, 3566, 3570, 3576, 3587, 3588, 3597, 3613, 3621, 3625, 3654, 3659, 3665, 3672, 3678, 3691, 3710, 3718, 3764, 3791, 3937, 3949, 3953, 3958, 3985, 3995, 4001, 4026, 4041, 4053, 4055, 4059, 4071, 4091, 4093, 4147, 4163, 4170, 4175, 4192, 4239, 4245, 4256, 4257, 4258, 4281, 4299, 4313, 4323, 4324, 4430, 4440, 4487, 4489, 4494, 4495, 4499, 4501, 4502, 4604, 4609, 4615, 4616, 4629, 4641, 4647, 4734, 4739, 4776, 4783, 4791, 4792, 4794, 4804, 4814, 4828, 4846, 4854, 4855, 4860, 4935, 4939, 4940, 5054, 5074, 5080, 5106, 5125, 5139, 5144, 5166, 5175, 5224, 5265, 5292, 5293, 5326, 5327, 5331, 5333, 5338, 5346, 5355, 5359, 5366, 5371, 5396, 5420, 5424, 5465, 5480, 5509, 5552, 5592, 5606, 5613, 5627, 5696, 5698, 5738, 5745, 5754, 5780, 5784, 5819, 5827, 5829, 5836, 5866, 5872, 5873, 5881, 5916, 5919, 5920, 5966, 5971, 5990, 5992, 5995, 6004, 6017, 6094, 6103, 6237, 6256, 6275, 6279, 6280, 6283, 6300, 6320, 6347, 6387, 6448, 6452, 6464, 6470, 6480, 6510, 6517, 6520, 6560, 6581, 6583, 6608, 6615, 6641, 6645, 6649, 6660, 6665, 6672, 6737, 6764, 6774, 6776, 6840, 6890, 6891, 6920, 6926, 6934, 6948, 7004, 7005, 7026, 7040, 7042, 7046, 7049, 7050, 7052, 7056, 7057, 7071, 7075, 7076, 7090, 7097, 7106, 7122, 7128, 7132, 7133, 7157, 7205, 7274, 7286, 7408, 7410, 7424, 7476, 7538, 7545, 7704, 7764, 7832, 7867, 8139, 8140, 8309, 8313, 8321, 8322, 8323, 8324, 8325, 8335, 8368, 8406, 8407, 8412, 8436, 8462, 8463, 8503, 8519, 8531, 8542, 8556, 8572, 8578, 8692, 8727, 8737, 8739, 8742, 8743, 8764, 8793, 8795, 8797, 8828, 8829, 8835, 8857, 8870, 8915, 8938, 8994, 8996, 9001, 9021, 9060, 9071, 9094, 9096, 9111, 9120, 9124, 9173, 9180, 9208, 9235, 9261, 9314, 9322, 9332, 9356, 9413, 9423, 9454, 9455, 9457, 9466, 9531, 9536, 9592, 9609, 9630, 9647, 9697, 9749, 9755, 9760, 9830, 9871, 9914, 9976, 10018, 10044, 10052, 10062, 10076, 10082, 10083, 10095, 10123, 10148, 10160, 10221, 10266, 10268, 10272, 10312, 10346, 10362, 10365, 10392, 10410, 10457, 10475, 10518, 10544, 10560, 10603, 10630, 10644, 10673, 10742, 10758, 10791, 10797, 10801, 10865, 10882, 10891, 10892, 10894, 10912, 10970, 10993, 11030, 11098, 11099, 11107, 11117, 11118, 11138, 11167, 11213, 11278, 22800, 22809, 22918, 22977, 23002, 23022, 23034, 23090, 23143, 23157, 23194, 23218, 23224, 23237, 23268, 23384, 23406, 23418, 23432, 23475, 23554, 23564, 23630, 23645, 23704, 23764, 23780, 25825, 25865, 25959, 25960, 26064, 26093, 26108, 26136, 26168, 26270, 26471, 26508, 26509, 26524, 27143, 27180, 27254, 27286, 27295, 28231, 28959, 28992, 28999, 29028, 29107, 29109, 29923, 29925, 29926, 29941, 29946, 29948, 29950, 29969, 30008, 30844, 30846, 50486, 50848, 51129, 51171, 51176, 51191, 51196, 51222, 51259, 51267, 51268, 51285, 51293, 51296, 51330, 51339, 51458, 51477, 51545, 51548, 51655, 51703, 51760, 51776, 53405, 53827, 53832, 54434, 54510, 54531, 54532, 54538, 54541, 54567, 54587, 54625, 54762, 54785, 54795, 54873, 54894, 54922, 55033, 55092, 55106, 55194, 55240, 55243, 55276, 55286, 55332, 55349, 55365, 55502, 55532, 55540, 55544, 55553, 55582, 55601, 55615, 55616, 55698, 55733, 55742, 55796, 55815, 55840, 55901, 55974, 56034, 56111, 56301, 56658, 56829, 56892, 56920, 56925, 56935, 56963, 57007, 57101, 57134, 57194, 57205, 57214, 57216, 57333, 57381, 57482, 57567, 57572, 57616, 57664, 57716, 57804, 57834, 58488, 59345, 60681, 63876, 63901, 63976, 64065, 64080, 64098, 64114, 64115, 64129, 64135, 64170, 64231, 64285, 64332, 64411, 64417, 64651, 64757, 64782, 64787, 64855, 64927, 65078, 79047, 79148, 79155, 79161, 79169, 79611, 79660, 79671, 79720, 79792, 79797, 79798, 79812, 79836, 79843, 79845, 79850, 80019, 80139, 80149, 80206, 80216, 80221, 80270, 80704, 80723, 80742, 80830, 81606, 81619, 81622, 81794, 81848, 83648, 83666, 83871, 83874, 83987, 84080, 84105, 84166, 84167, 84217, 84269, 84281, 84282, 84331, 84342, 84441, 84456, 84513, 84617, 84662, 84674, 84695, 84818, 84875, 84876, 84976, 85027, 85363, 85441, 85450, 89891, 90007, 90102, 90313, 90353, 90952, 91607, 91653, 91947, 92162, 92565, 93010, 93129, 93343, 94121, 112464, 113146, 113278, 113452, 114769, 114897, 114990, 115123, 115290, 115361, 115677, 115948, 115950, 116115, 116135, 116236, 116238, 116441, 116835, 117583, 118429, 122786, 123920, 126669, 126969, 129303, 130574, 131583, 134265, 135293, 138428, 140706, 144717, 147463, 148932, 149473, 149563, 150290, 150677, 151636, 152189, 152273, 153562, 155368, 157506, 157753, 160428, 161198, 161502, 163702, 167465, 168537, 169792, 170302, 170954, 196383, 196527, 196740, 199745, 202051, 203245, 219285, 219348, 220004, 220441, 221476, 221481, 221687, 222389, 222484, 252983, 253512, 253827, 254295, 255104, 255488, 256302, 256364, 257019, 257364, 260425, 283131, 283234, 283349, 284111, 284217, 285349, 286077, 339451, 339665, 340348, 340596, 340706, 340719, 341640, 347240, 348487, 374654, 375033, 377677, 388335, 388336, 389084, 440097, 440498, 440503, 441478, 497661, 550631, 644943, 653247, 768211, 100506658, 102724428
GO:0005201	MF	e	extracellular matrix structural constituent	31/1302	137/20670	3.3781575819589185e-10	2	31	4.986160590971364e-07	1116, 1278, 1282, 1284, 1286, 1290, 1893, 2006, 2192, 2199, 3371, 3491, 3909, 3910, 4053, 4147, 4239, 4240, 4256, 4811, 5549, 7057, 8406, 11117, 25890, 27286, 30008, 64129, 79812, 79875, 284217
GO:0005509	MF	e	calcium ion binding	85/1302	712/20670	1.0703831636813594e-08	5	85	1.184914162195265e-05	182, 249, 302, 306, 444, 715, 716, 1003, 1008, 1608, 2192, 2199, 3241, 3270, 3339, 3710, 3949, 4053, 4147, 4256, 4634, 4811, 4854, 4855, 5321, 5322, 5331, 5333, 5359, 5627, 6275, 6279, 6280, 6283, 7052, 7056, 7057, 7123, 8938, 8996, 10398, 10518, 11167, 22918, 23007, 23418, 23670, 25891, 25992, 26025, 26167, 30008, 30844, 30846, 51293, 51760, 54510, 54567, 54795, 54798, 55033, 56098, 56099, 56100, 56101, 56102, 56103, 56104, 56105, 56106, 56107, 56108, 56109, 56110, 56111, 56112, 56113, 57134, 57333, 57526, 60681, 64123, 64403, 79180, 340706
GO:0003700	MF	e	DNA-binding transcription factor activity	60/1302	439/20670	1.346263644864984e-08	2	60	1.19225108389243e-05	429, 604, 639, 1051, 2004, 2113, 2114, 2120, 2122, 2295, 2296, 2307, 2310, 2313, 2355, 4609, 4783, 4791, 5080, 5326, 5465, 5916, 5966, 5990, 6256, 6615, 6660, 6665, 6774, 6776, 6934, 7004, 7005, 7026, 7050, 7071, 7157, 7545, 7764, 8462, 8463, 9314, 10365, 11107, 11166, 11278, 22809, 26508, 51085, 51176, 51222, 51545, 55502, 55553, 55893, 60436, 64651, 84913, 167465, 285349
GO:0004896	MF	e	cytokine receptor activity	16/1302	52/20670	6.686433999049094e-08	4	16	4.934588291298232e-05	1439, 2057, 3566, 3570, 3587, 3588, 3597, 3953, 8322, 9173, 9180, 9466, 10148, 53832, 55540, 163702
GO:0005102	MF	e	signaling receptor binding	47/1302	365/20670	3.230289369628859e-06	3	47	0.0020433887612452267	133, 285, 1003, 1908, 2242, 2268, 2919, 3303, 3304, 3385, 3485, 3487, 3672, 3910, 4239, 4641, 5054, 5327, 5919, 6347, 6387, 6774, 7042, 7476, 8321, 8325, 8741, 8742, 8743, 8862, 9001, 9068, 10384, 10630, 10673, 10758, 10882, 10891, 11118, 11248, 23780, 27286, 29923, 51129, 56920, 153579, 284217
GO:0005178	MF	e	integrin binding	26/1302	154/20670	3.7935088449169433e-06	4	26	0.002099707145661528	1490, 1903, 2013, 2192, 3383, 3384, 3385, 3481, 3491, 3553, 3672, 3678, 3691, 3791, 3909, 4240, 4323, 6387, 6423, 7057, 7106, 8515, 10457, 10518, 50848, 83706
GO:0001227	MF	e	DNA-binding transcription repressor activity, RNA polymerase II-specific	42/1302	321/20670	7.068193623560277e-06	4	42	0.0034775512627916562	429, 604, 639, 1051, 2004, 2114, 2120, 2307, 3096, 3280, 4487, 4609, 4776, 4783, 5080, 5396, 5465, 6615, 6926, 7050, 7157, 7704, 7764, 9096, 9208, 11023, 11107, 11278, 26508, 51085, 51176, 51222, 55079, 55502, 63976, 79759, 94234, 140685, 169792, 170302, 255877, 388585
GO:0042813	MF	e	Wnt-activated receptor activity	7/1302	15/20670	1.59055428516118e-05	4	7	0.005810677884302265	2535, 4041, 8321, 8322, 8323, 8324, 8325
GO:0019838	MF	e	growth factor binding	10/1302	32/20670	1.7059352415521557e-05	3	10	0.005810677884302265	1969, 2064, 2321, 3791, 4053, 7046, 8828, 8829, 9180, 64285
GO:0015026	MF	e	coreceptor activity	11/1302	39/20670	1.931115349191409e-05	3	11	0.006107841975871113	927, 3547, 4041, 4804, 5819, 7049, 8829, 10266, 10268, 56963, 57007
GO:0001228	MF	e	DNA-binding transcription activator activity, RNA polymerase II-specific	53/1302	462/20670	2.482281210442163e-05	4	53	0.007327694133225265	1051, 1052, 1316, 2004, 2078, 2113, 2120, 2122, 2294, 2295, 2296, 2313, 2354, 2355, 3164, 3659, 4487, 4609, 4791, 5080, 5326, 5359, 5396, 5465, 5966, 5990, 5992, 6239, 6774, 6926, 7004, 7071, 7157, 7545, 7704, 9314, 10062, 11166, 22809, 23764, 26508, 28999, 29842, 51176, 54345, 55079, 55893, 57567, 63976, 64651, 79759, 84662, 169792
GO:0050700	MF	e	CARD domain binding	7/1302	16/20670	2.673718926974914e-05	4	7	0.007399517130403075	834, 837, 8915, 10392, 64170, 84270, 114769
GO:0019955	MF	e	cytokine binding	11/1302	41/20670	3.2399990215568625e-05	3	11	0.008439244510266933	2633, 3570, 3597, 3953, 8322, 8764, 8828, 8829, 9180, 9466, 10148
GO:0050431	MF	e	transforming growth factor beta binding	8/1302	24/20670	7.181030405598992e-05	4	8	0.016480232884692195	94, 2615, 7046, 7049, 7057, 8692, 114990, 135228
GO:0045569	MF	e	TRAIL binding	4/1302	5/20670	7.443646289382202e-05	3	4	0.016480232884692195	8743, 8793, 8795, 8797
GO:0001968	MF	e	fibronectin binding	9/1302	31/20670	8.636404474560952e-05	3	9	0.018210475720645665	1490, 2192, 3486, 4313, 6423, 7057, 10272, 84695, 151887
GO:0042803	MF	e	protein homodimerization activity	69/1302	680/20670	0.00010365722286574782	4	69	0.02086337194770597	114, 215, 596, 597, 684, 875, 1051, 1890, 2053, 2260, 2633, 2634, 2635, 2731, 3162, 3280, 3315, 3570, 3613, 3625, 3654, 4170, 4281, 5175, 5371, 5745, 5819, 6094, 6470, 6480, 6556, 6737, 6774, 6890, 7026, 7042, 7169, 7704, 8309, 8322, 8459, 8572, 8737, 9096, 9208, 9540, 9830, 10346, 10392, 10475, 10518, 10993, 11030, 11213, 26508, 30008, 50848, 51816, 54922, 55553, 56034, 64170, 80024, 81602, 85363, 115361, 126393, 144717, 168537
GO:1904680	MF	e	peptide transmembrane transporter activity	3/1302	3/20670	0.0002493866712052344	4	3	0.04801235565638165	6890, 6891, 84976
GO:0004984	MF	p	olfactory receptor activity	0/1302	430/20670	1.128599171911356e-12	4	0	4.997437133223485e-09	
GO:0003723	MF	p	RNA binding	52/1302	1399/20670	1.3812164623399391e-05	4	52	0.005810677884302265	302, 684, 1832, 3007, 3009, 3303, 3304, 3315, 3428, 3958, 4440, 5080, 5939, 6103, 6275, 6520, 6645, 6737, 7205, 7538, 8368, 8531, 8996, 10644, 10891, 10970, 11030, 23034, 26093, 26136, 27254, 27303, 29958, 51191, 51776, 55544, 55796, 56107, 56829, 64135, 64761, 64778, 79169, 79366, 80114, 80149, 80742, 85441, 91351, 138428, 163033, 284677
GO:0003735	MF	p	structural constituent of ribosome	0/1302	181/20670	1.6571264123694135e-05	2	0	0.005810677884302265	
GO:1903231	MF	p	mRNA binding involved in posttranscriptional gene silencing	3/1302	266/20670	6.082669183445949e-05	6	3	0.014963366191277033	406913, 407010, 442907
